phi1_deg,phi2_med,phi2_se,pm_phi1_med,pm_phi1_se,pm_phi2_med,pm_phi2_se,n_eff
-71.05175155911373,0.1902374528726817,0.020853918328662582,-2.223185845512859,0.19458849281276425,0.425446684866108,0.22566202216896547,109.60649817986865
-70.64173278877523,-0.0371455033608894,0.033052973079499455,-1.8415887192353384,0.14152832017211636,0.5475635597128469,0.17034056013440063,223.9889167939522
-70.23171401843675,-0.2967270603789439,0.03849172172152117,-2.28788016861477,0.11605726291446695,0.4323864191338916,0.1291264956289197,342.65810159737043
-69.82169524809825,-0.440824190769454,0.04462859414266219,-2.1381706111163545,0.092035430395055,0.3850350712227951,0.1095303774247777,485.91882548636363
-69.41167647775976,-0.6383423199772273,0.050689003672729396,-2.2415359128489367,0.09045992682116608,0.5663163509931085,0.10009480980319355,563.158081016488
-69.00165770742126,-0.806930346349361,0.05677105873042418,-2.2724810971661475,0.08619383029327161,0.2973659734653083,0.0946111127793582,629.716858322503
-68.59163893708276,-0.5738707653376428,0.05695465999718726,-2.37910968691752,0.0907401894512273,0.370268281864045,0.09925009900400171,592.9756283320745
-68.18162016674428,-0.3214875343106841,0.05714894064914541,-2.403446107087689,0.08839440600218791,0.3140154262440904,0.10027874445520543,592.1427868056729
-67.77160139640579,0.0346278089730908,0.05966668173459845,-2.5564371323148514,0.08682515353736127,0.1103326198930502,0.10028066832407123,585.7224752683209
-67.36158262606729,0.2527070047758321,0.05626181462999399,-2.5508665799296275,0.08714529646574161,0.2671238600855184,0.10012526169352477,584.3533850443038
-66.9515638557288,0.5622637094567918,0.05911693321230246,-2.484001845248291,0.08447773345563273,0.2847385213470037,0.10516828955002416,575.5551821254484
-66.54154508539031,0.7942879114903922,0.05801518558114067,-2.178989428548648,0.09231357067314376,0.1222759844430903,0.09904243705149723,563.2301684853957
-66.13152631505181,0.9849431134791112,0.060226711618766395,-2.7175151962376662,0.08946518134334186,0.1435009795116614,0.10270261696636984,557.5593506715525
-65.72150754471332,1.2201102974422513,0.05969319726942233,-2.677666234634256,0.09383154811828472,-0.2052956501679388,0.10241205822542987,568.8353445591677
-65.31148877437482,1.611428643128027,0.05896573151544725,-2.617758819246511,0.09158935540095346,0.09053387217171,0.1042407606346231,547.5450792775805
-64.90147000403634,1.8463526279080424,0.06358347005731346,-2.437242037635429,0.09314558667332005,0.1081338386496717,0.1041189917817921,525.2710974212608
-64.49145123369784,2.012692721341189,0.05905200179346784,-2.7662357114897915,0.08802205308542929,-0.2104271966648409,0.10153996099637962,556.5255486969463
-64.08143246335935,2.245126271480085,0.0631914296130136,-2.641420950802045,0.09297039066684994,0.1335242244047268,0.10922448991838057,502.0855439891883
-63.67141369302086,2.4517654507612527,0.06268429823266722,-2.6406961550216113,0.08968802372624253,0.1077349557434588,0.10867478851051635,501.4547762379638
-63.26139492268237,2.684336143304963,0.06138021660712495,-2.717136422868587,0.09307191887620239,-0.2043004146231661,0.10568590069142063,498.45335753353453
-62.851376152343875,2.9754855293333433,0.06383364900070117,-2.8648402762758467,0.09695073076060937,-0.1463177551453831,0.10706202866774464,471.3882469570472
-62.44135738200538,3.0256040223260836,0.062459410071979554,-2.641867999362808,0.0983362653222469,-0.0624918765902674,0.106869328635727,474.2322155167631
-62.03133861166689,3.3100466062029605,0.06144207007961505,-3.1291591711679465,0.09577354040575423,-0.3608118219872777,0.10629994994405531,516.3946400835614
-61.6213198413284,3.7530170324983465,0.06801714644298958,-2.8982596902714577,0.10373581169707478,-0.1505491964724628,0.11297328496149293,434.18925199800833
-61.211301070989904,3.8800885262613103,0.06029243664502366,-2.517805738553628,0.0953840324891451,-0.1811201783444974,0.10499732891703589,501.4857660468718
-60.80128230065141,4.15148974210313,0.061930198140905605,-2.9798357927592276,0.10547028315989755,-0.1166071940888947,0.10883913185295539,438.97498228279187
-60.39126353031291,4.352093561611177,0.0629408039027998,-2.6258389426039312,0.10571386407914304,-0.1229756914840629,0.11040944901059524,426.3815174218294
-59.98124475997443,4.510079338319015,0.06445478150975442,-2.4997862039827776,0.09921092876005812,-0.1790563391370587,0.11242612317783172,459.62049864028023
-59.571225989635934,4.7895096944001345,0.06767143775358357,-2.6855794584138195,0.10385027872981024,-0.267862434210586,0.11712959381178437,395.20472274696914
-59.16120721929744,5.170815812333404,0.06706271605335709,-2.618926708743524,0.10211953602859378,-0.3259800890303426,0.11284180992815299,435.19215650498603
-58.75118844895894,5.355868453951766,0.067295396609771,-3.1421271064778273,0.10975158287111457,-0.3954807106811902,0.12585824850106686,415.7880806455749
-58.34116967862046,5.250954150868658,0.06981041292805203,-3.074135889170216,0.11111187116700529,-0.5584338004369857,0.12484128150458279,374.84670808107103
-57.931150908281964,5.8902696185915575,0.06691850373339801,-2.816483680462427,0.11023818943788513,-0.277742504273023,0.12276503571671996,410.83541318926683
-57.52113213794347,5.789039615458403,0.06391113590584592,-2.766234362860919,0.10621907102802419,-0.4436640009067211,0.11430815900258176,439.7187482156418
-57.11111336760497,6.03255606401751,0.06470445562368933,-2.7535960663002927,0.10788344299078523,-0.5198218314214421,0.12077897363943117,388.1436305596654
-56.70109459726649,6.640242345240184,0.0683537078041476,-3.2310881588944396,0.11306789018325317,-0.7780558718028763,0.12567970818605784,365.9670422915176
-56.291075826927994,6.719798195371474,0.0685739609480329,-3.1688199008875735,0.12070016678291508,-0.7891500005726676,0.12883553496077657,367.17994663333013
-55.8810570565895,6.989808938135521,0.07049048104502915,-2.9946101683489332,0.11575846133519252,-0.6827570525259985,0.12622373421766236,366.9050577223075
-55.471038286251,7.082804575001182,0.0663056470492755,-3.487150956138534,0.1156283014876461,-1.035732228122064,0.11768524280965502,372.23041864693073
-55.06101951591252,7.522582530801113,0.07069478797402486,-2.82067074546142,0.11786815524427273,-0.411640327945566,0.1335040960771356,340.14489721643235
-54.651000745574024,7.729332269614652,0.0661635691966428,-3.060871138480684,0.11769842478097721,-0.8519726976375729,0.13020564248896918,344.3232545794155
-54.24098197523553,7.7713960815797325,0.06715314358479176,-3.154695001040784,0.12744635133993537,-0.794600391298847,0.12351867215609559,354.583165867191
-53.83096320489703,8.075329026065425,0.06622015752931512,-2.979217371092584,0.12433464276850721,-0.6618297228228389,0.13188276264499954,337.0032375840082
-53.42094443455855,8.213782585539544,0.06654395537701474,-2.9469628825376084,0.1273038487352284,-0.580507907817772,0.13662001638565643,300.54767769653915
-53.01092566422005,8.314158243354775,0.05995661998112337,-3.0808615550983274,0.12668036902445162,-0.7251154246449633,0.1502992098995225,284.04096448089877
-52.60090689388156,8.149852339152426,0.060056824123980466,-3.2675122551135964,0.13404912713857803,-0.6827809648436062,0.14613771981763685,274.74134707145095
-52.19088812354306,8.404986419743086,0.058677391265855264,-3.0327627882574446,0.1501244637686111,-0.7900488524869823,0.15349704482117196,237.55905503507134
-51.78086935320457,8.613509266184838,0.059396620198720544,-3.2601617401262017,0.15974784926663305,-0.4598363728432722,0.16960056534070533,209.49078812302164
-51.37085058286608,8.741750280685643,0.05445347622053109,-2.9327680546668464,0.17153764829481039,-0.9232590297981,0.1815448416956141,192.25736026443104
-50.96083181252759,8.836873358541837,0.051734466792742,-3.1969743578087946,0.1697177944716044,-1.013813994823404,0.1665844983712032,188.64455119543803
-50.55081304218909,8.935191052498666,0.05024565053389313,-3.5900705892391684,0.1754777275039848,-0.4883484372131528,0.180284807742555,165.43285533260195
-50.140794271850595,9.063806296840882,0.04819664600210945,-3.4814384657688655,0.1985277139703289,-0.9948894824322664,0.18915033803258158,146.9592011835364
-49.73077550151211,9.116879153452338,0.04183334372799389,-3.7539574081528784,0.19053697287116247,-1.2655953107056608,0.20250808758544114,142.91736936462289
-49.32075673117362,9.285033006644555,0.04224848377992481,-3.7741205462637386,0.2067131334575336,-1.1197406654567472,0.2236291016346081,112.44470678850931
-48.91073796083512,9.234802016786016,0.04054924623975556,-3.498427032973605,0.21858488545471877,-1.0416599977048009,0.2546684908029659,98.43175283184671
-48.500719190496625,9.484276262691262,0.03507403205412034,-2.84370606339634,0.23723250538721327,-0.6425576969842621,0.2658467037381936,83.55814235958559
-48.09070042015814,9.461189049227515,0.031060045470921994,-2.925448625724492,0.30288719281290083,-0.526857877572894,0.3300750602962124,57.77268287144746
-47.68068164981965,9.589629519112872,0.031373940168441576,-3.915589255667821,0.3867207601067169,-1.38035740466425,0.32762012800653467,41.64041233420281
-47.27066287948115,9.847457706600728,0.027893934959795086,-2.696855022999513,0.5308431986117849,-0.0284107700633722,0.5959694518749888,19.819763244526076
