R_kpc,Vphi_kms,eVphi_plus_kms,eVphi_minus_kms
4.543336439888163,234.14634146341467,9.756097560975604,10.840108401084024
4.636533084808946,231.9783197831979,11.924119241192386,11.382113821138205
4.753028890959925,234.68834688346888,11.924119241192386,12.466124661246653
4.846225535880707,230.89430894308947,11.924119241192415,11.924119241192443
4.939422180801492,235.2303523035231,12.466124661246596,13.008130081300862
5.032618825722272,235.77235772357727,12.466124661246624,12.466124661246624
5.149114631873252,235.77235772357727,11.382113821138205,12.466124661246624
5.242311276794034,237.94037940379408,13.550135501355015,13.008130081300834
5.335507921714818,237.39837398373987,11.382113821138233,11.924119241192443
5.452003727865796,238.48238482384824,11.382113821138262,11.382113821138148
5.54520037278658,238.48238482384824,11.382113821138262,11.382113821138148
5.638397017707362,239.02439024390247,11.924119241192415,11.924119241192386
5.75489282385834,239.56639566395668,11.924119241192415,11.382113821138233
5.848089468779124,239.56639566395668,11.382113821138205,11.382113821138233
5.941286113699904,240.1084010840109,11.382113821138205,11.382113821138262
6.034482758620689,240.1084010840109,11.924119241192386,11.382113821138262
6.150978564771666,240.1084010840109,11.382113821138205,10.840108401084024
6.24417520969245,240.6504065040651,11.924119241192386,11.382113821138233
6.360671015843428,241.19241192411928,10.840108401083995,11.924119241192415
6.453867660764212,241.19241192411928,10.840108401083995,10.840108401083995
6.547064305684994,240.6504065040651,10.840108401083995,10.840108401084024
6.640260950605777,240.1084010840109,10.840108401083995,11.382113821138262
6.733457595526559,239.56639566395668,10.840108401083995,10.840108401084052
6.8499534016775385,239.02439024390247,10.840108401084024,10.840108401084024
6.943150046598321,238.48238482384824,11.382113821138262,10.298102981029785
7.036346691519105,238.48238482384824,10.840108401084052,10.840108401083995
7.129543336439888,237.94037940379408,11.382113821138205,10.298102981029842
7.246039142590867,238.48238482384824,11.382113821138262,11.382113821138148
7.339235787511647,237.94037940379408,11.924119241192415,11.382113821138205
7.432432432432432,238.48238482384824,11.382113821138262,11.924119241192358
7.548928238583409,238.48238482384824,11.924119241192443,11.924119241192358
7.642124883504193,239.02439024390247,11.382113821138205,11.924119241192386
7.735321528424976,239.02439024390247,11.382113821138205,11.924119241192386
7.851817334575955,238.48238482384824,11.924119241192443,11.382113821138148
7.945013979496737,237.94037940379408,12.466124661246596,10.840108401083995
8.03821062441752,238.48238482384824,11.382113821138262,11.924119241192358
8.131407269338302,237.94037940379408,11.924119241192415,11.382113821138205
8.247903075489281,237.39837398373987,11.382113821138233,10.840108401083995
8.341099720410064,236.8563685636857,11.382113821138205,11.382113821138262
8.434296365330848,236.8563685636857,11.382113821138205,11.382113821138262
8.550792171481826,237.39837398373987,10.840108401084024,11.924119241192443
8.64398881640261,236.8563685636857,10.840108401083995,10.840108401084024
8.73718546132339,236.31436314363148,10.298102981029785,10.298102981029814
8.830382106244173,235.2303523035231,10.298102981029785,10.298102981029842
8.946877912395152,234.14634146341467,9.756097560975604,10.298102981029785
9.040074557315934,233.06233062330625,9.756097560975633,9.756097560975604
9.13327120223672,231.9783197831979,9.756097560975604,9.756097560975661
9.249767008387696,231.43631436314368,9.756097560975604,10.298102981029814
9.34296365330848,230.89430894308947,10.298102981029814,10.298102981029785
9.436160298229264,230.3523035230353,10.298102981029814,10.298102981029842
9.552656104380242,230.89430894308947,10.298102981029814,10.298102981029785
9.645852749301024,230.3523035230353,10.298102981029814,10.298102981029842
9.739049394221803,230.89430894308947,9.756097560975633,10.298102981029785
9.855545200372786,230.89430894308947,9.756097560975633,10.298102981029785
9.948741845293569,230.89430894308947,9.756097560975633,10.298102981029785
10.041938490214353,230.3523035230353,9.756097560975604,9.214092140921423
10.135135135135137,229.81029810298108,9.756097560975604,9.214092140921395
10.251630941286113,229.81029810298108,9.214092140921395,9.214092140921395
10.344827586206897,229.26829268292687,9.214092140921366,9.756097560975633
10.43802423112768,228.72628726287263,9.214092140921451,9.214092140921395
10.53122087604846,228.18428184281845,9.214092140921423,9.756097560975576
10.64771668219944,227.1002710027101,9.214092140921395,9.214092140921451
10.740913327120222,227.64227642276424,8.672086720867242,9.756097560975604
10.834109972041006,228.18428184281845,9.756097560975633,9.214092140921423
10.927306616961788,227.64227642276424,9.214092140921451,9.756097560975604
11.043802423112767,227.64227642276424,9.214092140921451,9.214092140921366
11.160298229263743,228.18428184281845,9.214092140921423,9.756097560975576
11.253494874184527,228.72628726287263,8.672086720867242,9.214092140921395
11.346691519105311,228.18428184281845,9.214092140921423,9.214092140921423
11.439888164026092,227.64227642276424,9.214092140921451,9.214092140921366
11.556383970177071,227.64227642276424,9.214092140921451,9.214092140921366
11.649580615097854,228.18428184281845,9.756097560975633,9.214092140921423
11.742777260018638,228.72628726287263,9.756097560975604,9.756097560975604
11.83597390493942,228.18428184281845,9.756097560975633,9.214092140921423
11.9524697110904,228.72628726287263,9.214092140921451,9.214092140921395
12.045666356011182,226.55826558265588,9.756097560975604,9.214092140921451
12.138863000931966,228.72628726287263,9.214092140921451,9.756097560975604
12.255358807082944,229.26829268292687,9.214092140921366,9.214092140921423
12.348555452003728,228.18428184281845,9.214092140921423,8.672086720867213
12.441752096924509,227.1002710027101,9.756097560975604,9.214092140921451
12.534948741845293,228.18428184281845,8.672086720867242,8.672086720867213
12.628145386766075,228.72628726287263,9.214092140921451,8.672086720867185
12.744641192917053,226.55826558265588,9.756097560975604,9.756097560975633
12.837837837837837,228.18428184281845,8.672086720867242,9.214092140921423
12.954333643988814,226.01626016260167,9.756097560975604,9.756097560975576
13.047530288909597,226.01626016260167,8.672086720867213,8.672086720867242
13.14072693383038,228.18428184281845,10.840108401084024,9.756097560975576
13.25722273998136,226.55826558265588,10.298102981029814,9.756097560975633
13.35041938490214,228.72628726287263,8.13008130081306,7.588075880758765
13.443616029822923,228.18428184281845,9.214092140921423,9.214092140921423
13.53681267474371,229.26829268292687,9.214092140921366,9.756097560975633
13.653308480894683,226.01626016260167,9.214092140921423,9.756097560975576
13.74650512581547,228.72628726287263,10.298102981029842,10.298102981029757
13.839701770736252,228.18428184281845,11.924119241192443,11.924119241192358
13.932898415657034,228.18428184281845,8.672086720867242,8.672086720867213
14.049394221808011,230.3523035230353,10.298102981029814,10.298102981029842
14.165890027958993,225.47425474254743,10.298102981029842,10.298102981029785
14.235787511649578,230.3523035230353,13.008130081300806,13.008130081300862
14.352283317800556,226.01626016260167,9.214092140921423,8.672086720867242
14.44547996272134,224.39024390243907,8.130081300813004,7.588075880758822
14.538676607642122,230.3523035230353,8.130081300812947,7.588075880758822
14.6551724137931,228.72628726287263,6.50406504065046,6.504065040650403
14.77166821994408,232.52032520325207,7.0460704607046125,5.962059620596193
14.84156570363467,229.81029810298108,8.130081300813004,8.672086720867213
14.958061509785646,225.47425474254743,9.214092140921451,9.214092140921338
15.05125815470643,228.18428184281845,7.588075880758822,8.130081300813004
15.14445479962721,228.18428184281845,18.428184281842817,18.970189701897
15.260950605778191,228.18428184281845,5.9620596205962215,5.420054200541983
15.354147250698974,230.3523035230353,7.046070460704584,5.9620596205962215
15.424044734389565,223.8482384823849,7.588075880758794,6.50406504065046
15.54054054054054,225.47425474254743,10.840108401084052,10.840108401083995
15.680335507921711,227.64227642276424,9.214092140921451,9.214092140921366
15.750232991612302,220.59620596205968,8.672086720867185,7.588075880758794
15.890027958993471,226.01626016260167,1.6260162601625723,1.6260162601626007
15.913327120223672,224.39024390243907,4.336043360433564,4.336043360433621
16.02982292637465,229.81029810298108,9.214092140921395,9.214092140921395
16.19291705498602,237.39837398373987,35.230352303523034,34.688346883468824
16.239515377446413,226.01626016260167,10.840108401084024,10.298102981029814
16.332712022367197,228.18428184281845,10.298102981029785,9.756097560975576
16.472506989748368,221.13821138211387,6.504065040650374,5.9620596205962215
16.635601118359737,222.22222222222223,4.878048780487859,4.336043360433592
16.91519105312209,226.55826558265588,10.840108401083995,10.840108401084024
17.07828518173346,228.18428184281845,14.634146341463435,15.17615176151756
17.381174277726004,231.9783197831979,3.7940379403793827,4.336043360433649
17.707362534948743,216.80216802168025,27.64227642276424,28.184281842818393
17.963653308480893,224.93224932249325,2.7100271002709917,3.252032520325173
18.05684995340168,242.81842818428188,10.298102981029814,9.756097560975633
18.872320596458525,217.34417344173443,1.6260162601626007,1.0840108401083342
